NT,stage,phase,active TPDmin,z,active w*,native TPDmin from independent search,native w*,"amendment effect at same z,w",dominant TPD component terms,influential residual terms/parameters,root-cause class
8,3,extract,-0.694916491011465,"[0.033664402937072437,0.041848235695006175,0.022351447617503437,0.007231281838250841,0.00138196264504325,0.8935226692671239]","[0.0016827694271470024,0.9636728649903725,0.010663643919454381,0.0034832105644384023,0.0006379056536950327,0.01985960544489266]",-3.0498989143283456e-15,"[0.033664402882125695,0.04184823643755117,0.02235144790662178,0.007231281889444431,0.001381962643234965,0.893522668241022]",-3.4243671336221855,"[-0.001169400211684724,-0.6696721686723496,-0.007410351687699649,-0.002420532198235929,-0.0004432776562040215,-0.013800760585291063]","{""A_MONO_NMP_asymmetry"":-0.2706488934968192,""A_MONO_NMP_ref"":1.881403963641956,""A_MONO_NMP_temperature"":-0.30425979479966325,""A_SAT_MONO_asymmetry"":-0.6948849550448698,""A_SAT_MONO_ref"":-0.5602615376996395,""A_SAT_MONO_temperature"":-0.6820383560504939,""A_SAT_NMP_asymmetry"":-0.7231995351469044,""A_SAT_NMP_ref"":-0.7762890122621302,""A_SAT_NMP_temperature"":-0.6997031646224362,""MONO_NMP_block"":2.696328257368403,""SAT_MONO+MONO_NMP"":2.843892881607796,""SAT_MONO+SAT_NMP"":-0.6617941057691479,""SAT_MONO_block"":-0.5473518667720728,""SAT_NMP+MONO_NMP"":2.5818860183713284,""SAT_NMP_block"":-0.8093587300085402,""asymmetry_class"":-0.29890040166566295,""ref_class"":1.9346863957031157,""temperature_class"":-0.29616833344966276}",single-MONO-rich-basin-family; endpoint-correlation-class-2
8,4,raffinate,-0.6301394554553417,"[0.8025477054259635,0.05211684460729884,0.025403906633196742,0.006860755414408349,0.0004269197618819423,0.11264386815725069]","[0.0018192646202298852,0.9634224875108949,0.009947623978038831,0.0030486012800766036,0.0003384617848833775,0.021423560825876473]",-2.299420197069239e-14,"[0.8025476780503003,0.052116870502428046,0.025403916667804383,0.006860757790782823,0.00042691978321659634,0.11264385720546799]",-3.4164219290975564,"[-0.0011463886924890914,-0.6070905456260313,-0.006268382196183174,-0.0019210389985175784,-0.00021327515372088047,-0.013499824788399697]","{""A_MONO_NMP_asymmetry"":-0.6172527956680783,""A_MONO_NMP_ref"":-0.3642119929717854,""A_MONO_NMP_temperature"":-0.5898159220462226,""A_SAT_MONO_asymmetry"":-1.0249478644935186,""A_SAT_MONO_ref"":2.70276372567257,""A_SAT_MONO_temperature"":-0.31138714874278767,""A_SAT_NMP_asymmetry"":-0.5644683385288032,""A_SAT_NMP_ref"":-0.8428602469979315,""A_SAT_NMP_temperature"":-0.6426525862239612,""MONO_NMP_block"":-0.3110017997754025,""SAT_MONO+MONO_NMP"":2.9458452790268854,""SAT_MONO+SAT_NMP"":2.4671448179622755,""SAT_MONO_block"":2.6267076233469466,""SAT_NMP+MONO_NMP"":-0.47056460516007403,""SAT_NMP_block"":-0.7897022608400128,""asymmetry_class"":-0.9463900877797167,""ref_class"":2.755970396613536,""temperature_class"":-0.2835767461022881}",single-MONO-rich-basin-family; endpoint-correlation-class-5
8,4,extract,-0.6301394554552038,"[0.03185431430445799,0.03527176924515399,0.018705317248963706,0.00567326763191947,0.0006560165180958252,0.907839315051409]","[0.001819254764839473,0.9634225529623869,0.009947617445996124,0.003048593990758969,0.00033845045550018245,0.02142353038051839]",-5.709348524290035e-15,"[0.03185431430598494,0.03527176924685129,0.01870531725056975,0.0056732676324900005,0.0006560165111535781,0.9078393150529505]",-3.5132889644653016,"[-0.0011463914823261093,-0.6070905292863877,-0.006268383273239991,-0.0019210412951451716,-0.00021327930484501444,-0.01349983081325982]","{""A_MONO_NMP_asymmetry"":-0.1772246653371097,""A_MONO_NMP_ref"":2.0017255874115563,""A_MONO_NMP_temperature"":-0.23106033443026355,""A_SAT_MONO_asymmetry"":-0.6305578280879742,""A_SAT_MONO_ref"":-0.5028124817462587,""A_SAT_MONO_temperature"":-0.6179621540543514,""A_SAT_NMP_asymmetry"":-0.6576991593148613,""A_SAT_NMP_ref"":-0.7076746950373265,""A_SAT_NMP_temperature"":-0.634700404034944,""MONO_NMP_block"":2.853719498554591,""SAT_MONO+MONO_NMP"":2.9928054010316183,""SAT_MONO+SAT_NMP"":-0.600709444999697,""SAT_MONO_block"":-0.4910535529781764,""SAT_NMP+MONO_NMP"":2.7440636065330697,""SAT_NMP_block"":-0.739795347476725,""asymmetry_class"":-0.20520274182953796,""ref_class"":2.051517321538379,""temperature_class"":-0.2234439816091512}",single-MONO-rich-basin-family; endpoint-correlation-class-2
8,5,raffinate,-0.5376205550765304,"[0.8204585203372249,0.04404105461847206,0.020631927326547592,0.005216721147574809,0.0001975604324950919,0.10945421613768562]","[0.0020381090619692407,0.9620656795990525,0.009201290234482889,0.002646611768597051,0.0001809630635850939,0.023867346272313305]",-1.9978669001107226e-14,"[0.8204585229930846,0.04404105442479648,0.020631927120805624,0.0052167210334086705,0.00019756043201287315,0.10945421399589168]",-3.482856646685924,"[-0.0010957261035576269,-0.5172262983804519,-0.0049467978406297665,-0.0014228705154159195,-9.728676744556404e-05,-0.012831575469029558]","{""A_MONO_NMP_asymmetry"":-0.522454897535751,""A_MONO_NMP_ref"":-0.2862762363238677,""A_MONO_NMP_temperature"":-0.49950831597282397,""A_SAT_MONO_asymmetry"":-0.9695350536157695,""A_SAT_MONO_ref"":2.894038768410346,""A_SAT_MONO_temperature"":-0.20942340509424157,""A_SAT_NMP_asymmetry"":-0.4713346345318206,""A_SAT_NMP_ref"":-0.7416142528205014,""A_SAT_NMP_temperature"":-0.5496203215184177,""MONO_NMP_block"":-0.23299833967938233,""SAT_MONO+MONO_NMP"":3.094943635250542,""SAT_MONO+SAT_NMP"":2.6406138762122446,""SAT_MONO_block"":2.7903214198533948,""SAT_NMP+MONO_NMP"":-0.38270588332053146,""SAT_NMP_block"":-0.6873280987176794,""asymmetry_class"":-0.8880834755302821,""ref_class"":2.941389389419037,""temperature_class"":-0.18331093243242277}",single-MONO-rich-basin-family; endpoint-correlation-class-5
8,5,extract,-0.5376205550764994,"[0.03027543071217093,0.02905252376001322,0.015079496323977192,0.004288752872594964,0.0003046232964014007,0.9209991730348422]","[0.0020381064603917686,0.9620657040202695,0.009201281762571827,0.0026466174765080665,0.00018096322300493737,0.023867327057253914]",-1.7472777847950422e-15,"[0.03027544349417653,0.02905252492177771,0.015079500870362535,0.00428875276816786,0.00030462340444527443,0.9209991545410701]",-3.5901520842983783,"[-0.0010957269599806752,-0.5172262905035667,-0.004946801189851697,-0.0014228677105590094,-9.728668133290666e-05,-0.012831582031208323]","{""A_MONO_NMP_asymmetry"":-0.05715557838493881,""A_MONO_NMP_ref"":2.1400161402774516,""A_MONO_NMP_temperature"":-0.13160091447896394,""A_SAT_MONO_asymmetry"":-0.5385037740652141,""A_SAT_MONO_ref"":-0.4172875662576432,""A_SAT_MONO_temperature"":-0.526112144638172,""A_SAT_NMP_asymmetry"":-0.5644325335248196,""A_SAT_NMP_ref"":-0.611396192271105,""A_SAT_NMP_temperature"":-0.5419603480467109,""MONO_NMP_block"":3.0265007575665477,""SAT_MONO+MONO_NMP"":3.157458937835016,""SAT_MONO+SAT_NMP"":-0.5115897834211677,""SAT_MONO_block"":-0.406662374808031,""SAT_NMP+MONO_NMP"":2.9215733489534106,""SAT_NMP_block"":-0.642547963689636,""asymmetry_class"":-0.08485077582197394,""ref_class"":2.1865734919017035,""temperature_class"":-0.12443229701084774}",single-MONO-rich-basin-family; endpoint-correlation-class-2
9,1,raffinate,-0.7799933903148337,"[0.7404366908820244,0.07809820617327298,0.039651861838927285,0.013064211995657092,0.0038404612695090304,0.12490856784060932]","[0.001525890198420309,0.9618424483237911,0.012006380128884787,0.004448887581120096,0.002236323971108335,0.0179400697966755]",-1.8143150766719646e-14,"[0.7404366906079942,0.07809821084376276,0.03965186083372486,0.013064203119610254,0.00384045897202966,0.12490857562287828]",-3.1603531034630725,"[-0.0011901773847453338,-0.7502307456513712,-0.009364908909732664,-0.0034701018017566604,-0.0017443174119622967,-0.013993139155265568]","{""A_MONO_NMP_asymmetry"":-0.772291971941084,""A_MONO_NMP_ref"":-0.47758760592823046,""A_MONO_NMP_temperature"":-0.7341385183285375,""A_SAT_MONO_asymmetry"":-1.0611145313996975,""A_SAT_MONO_ref"":2.2025858862432126,""A_SAT_MONO_temperature"":-0.4947453729889289,""A_SAT_NMP_asymmetry"":-0.7185807937269386,""A_SAT_NMP_ref"":-1.0101805358828806,""A_SAT_NMP_temperature"":-0.7935339654173454,""MONO_NMP_block"":-0.4240313155681848,""SAT_MONO+MONO_NMP"":2.5626748372309027,""SAT_MONO+SAT_NMP"":2.0243976384015907,""SAT_MONO_block"":2.206712762484254,""SAT_NMP+MONO_NMP"":-0.6063464396508483,""SAT_NMP_block"":-0.9623085143974972,""asymmetry_class"":-0.9920005164380528,""ref_class"":2.2748045250617697,""temperature_class"":-0.46243107610514467}",single-MONO-rich-basin-family; endpoint-correlation-class-1
9,1,extract,-0.7799933903148404,"[0.03977470311014221,0.06199527846001871,0.030857648754845955,0.011341607045120224,0.005952694390075402,0.8500780682397975]","[0.0015258837603187182,0.9618424332695853,0.012006400646118211,0.004448883552092033,0.0022363191065126356,0.017940079665373063]",-6.2270675849555596e-15,"[0.03977470310830465,0.0619952784378486,0.030857648755705302,0.011341607043487375,0.005952694388879239,0.8500780682657747]",-3.14735570692618,"[-0.0011901788746102192,-0.7502307486566786,-0.00936490418545383,-0.0034701026265344364,-0.001744318492559384,-0.013993137479003754]","{""A_MONO_NMP_asymmetry"":-0.4365408193692638,""A_MONO_NMP_ref"":1.6153715874029475,""A_MONO_NMP_temperature"":-0.4167756210631611,""A_SAT_MONO_asymmetry"":-0.7785911830009267,""A_SAT_MONO_ref"":-0.6227906305885434,""A_SAT_MONO_temperature"":-0.7649588274844317,""A_SAT_NMP_asymmetry"":-0.8101670299529077,""A_SAT_NMP_ref"":-0.8726863048275872,""A_SAT_NMP_temperature"":-0.7854459770235083,""MONO_NMP_block"":2.3220419276002033,""SAT_MONO+MONO_NMP"":2.495681457470822,""SAT_MONO+SAT_NMP"":-0.7346730013037039,""SAT_MONO_block"":-0.6063538604442215,""SAT_NMP+MONO_NMP"":2.1937227867407207,""SAT_NMP_block"":-0.9083125311743223,""asymmetry_class"":-0.46531225169341767,""ref_class"":1.6798814326164968,""temperature_class"":-0.40719364494142074}",single-MONO-rich-basin-family; endpoint-correlation-class-4
9,2,raffinate,-0.7477059009243346,"[0.7622137257135408,0.06921151674216769,0.035409868499851005,0.01089250397168368,0.0018688634640514016,0.12040352160870549]","[0.0015813656214335294,0.9631235410555493,0.011470919446346909,0.003981367584211664,0.0011861100249945357,0.018656696267463992]",-3.196871720814335e-14,"[0.7622137339466695,0.06921151361515965,0.03540987247903919,0.010892502674702246,0.0018688634705371508,0.12040351381389239]",-3.2529108918417418,"[-0.0011823977900403447,-0.7201331744091253,-0.008576863255899422,-0.002976885689749814,-0.0008868616885005364,-0.013949718091019244]","{""A_MONO_NMP_asymmetry"":-0.7384495144476488,""A_MONO_NMP_ref"":-0.45675262893723845,""A_MONO_NMP_temperature"":-0.7035876144040408,""A_SAT_MONO_asymmetry"":-1.0662267320588894,""A_SAT_MONO_ref"":2.3578758148838483,""A_SAT_MONO_temperature"":-0.4506941721698301,""A_SAT_NMP_asymmetry"":-0.6845503805503581,""A_SAT_NMP_ref"":-0.9730928787993133,""A_SAT_NMP_temperature"":-0.7609641099937987,""MONO_NMP_block"":-0.40337795594025916,""SAT_MONO+MONO_NMP"":2.680694657487873,""SAT_MONO+SAT_NMP"":2.160877045933332,""SAT_MONO_block"":2.3363667125037977,""SAT_NMP+MONO_NMP"":-0.5788676225107247,""SAT_NMP_block"":-0.9231955674948003,""asymmetry_class"":-0.9938148252082273,""ref_class"":2.4234421089959652,""temperature_class"":-0.41983409471900046}",single-MONO-rich-basin-family; endpoint-correlation-class-1
9,2,extract,-0.7477059009243121,"[0.03626715255346871,0.05069896539485637,0.0267693027818414,0.009210320435893584,0.0028670751489025268,0.8741871836850374]","[0.001581373074088712,0.9631235278085365,0.01147091868749689,0.003981375570272491,0.0011861145352294895,0.018656690324375967]",-9.775986409898946e-15,"[0.036267156016683975,0.05069896467937843,0.026769303276233523,0.00921032048947717,0.002867075669835799,0.8741871798683911]",-3.3013988765107287,"[-0.0011823961318779637,-0.72013317606657,-0.008576863826080802,-0.0029768837927982737,-0.0008868605652666272,-0.013949720541718382]","{""A_MONO_NMP_asymmetry"":-0.360400394538471,""A_MONO_NMP_ref"":1.7494178214144336,""A_MONO_NMP_temperature"":-0.3690580888328604,""A_SAT_MONO_asymmetry"":-0.7470830156742606,""A_SAT_MONO_ref"":-0.6031546645473446,""A_SAT_MONO_temperature"":-0.7338813049101794,""A_SAT_NMP_asymmetry"":-0.7768779637974477,""A_SAT_NMP_ref"":-0.8341270640577412,""A_SAT_NMP_temperature"":-0.7527895568642077,""MONO_NMP_block"":2.515371139891726,""SAT_MONO+MONO_NMP"":2.6743698575328776,""SAT_MONO+SAT_NMP"":-0.709384065229622,""SAT_MONO_block"":-0.5887071832831606,""SAT_NMP+MONO_NMP"":2.3946942579452655,""SAT_NMP_block"":-0.8683827828707731,""asymmetry_class"":-0.38894957216155523,""ref_class"":1.807547894657971,""temperature_class"":-0.3603171487586236}",single-MONO-rich-basin-family; endpoint-correlation-class-4
10,1,extract,-0.7811787403452582,"[0.03993537190068417,0.06253073425255569,0.03113635707291287,0.011425557305271792,0.005944777665686349,0.8490272018028892]","[0.0015237241834820518,0.9618085572863387,0.012066238581974672,0.004463672506028256,0.002224191147742193,0.017913616294434113]",-1.7915543362189452e-15,"[0.039935374142534966,0.06253072415721003,0.03113635815578309,0.011425557203678742,0.005944777307605122,0.8490272090331881]",-3.1406251353555863,"[-0.0011902943824682276,-0.7513444185411277,-0.009425882450807615,-0.003486922942177286,-0.0017374894211357576,-0.013993732607541632]","{""A_MONO_NMP_asymmetry"":-0.43964084483983007,""A_MONO_NMP_ref"":1.609723746813379,""A_MONO_NMP_temperature"":-0.41863763451701497,""A_SAT_MONO_asymmetry"":-0.7797380422917751,""A_SAT_MONO_ref"":-0.6234066408896667,""A_SAT_MONO_temperature"":-0.7660897269826397,""A_SAT_NMP_asymmetry"":-0.8113949259882473,""A_SAT_NMP_ref"":-0.8741516608717586,""A_SAT_NMP_temperature"":-0.7866477981841842,""MONO_NMP_block"":2.3138027481470504,""SAT_MONO+MONO_NMP"":2.488104559018743,""SAT_MONO+SAT_NMP"":-0.7355350934819808,""SAT_MONO_block"":-0.6068769294735651,""SAT_NMP+MONO_NMP"":2.185144584138635,""SAT_NMP_block"":-0.9098369043536738,""asymmetry_class"":-0.46841633242933595,""ref_class"":1.67452292574247,""temperature_class"":-0.40901767899332264}",single-MONO-rich-basin-family; endpoint-correlation-class-4
10,2,raffinate,-0.7517514215761579,"[0.760157916783519,0.0700784953831748,0.03602525968685395,0.011049909563971023,0.0018639662033588416,0.12082445237912251]","[0.001573596971020216,0.9630965760103104,0.011583552902619839,0.004007778493501346,0.0011723534732113617,0.018566142149336943]",-1.146430390959607e-14,"[0.7601579168510846,0.07007849541678253,0.036025259721993115,0.011049909556596571,0.0018639660358425445,0.12082445241770079]",-3.2444927408931687,"[-0.0011829483731889588,-0.7240092429633939,-0.008707942660005847,-0.0030128537291364043,-0.0008813175413252101,-0.013957116309107563]","{""A_MONO_NMP_asymmetry"":-0.7426549931596346,""A_MONO_NMP_ref"":-0.45962794346489033,""A_MONO_NMP_temperature"":-0.7074556925108074,""A_SAT_MONO_asymmetry"":-1.066617642556906,""A_SAT_MONO_ref"":2.342371032255637,""A_SAT_MONO_temperature"":-0.4558356341045805,""A_SAT_NMP_asymmetry"":-0.6887472660317854,""A_SAT_NMP_ref"":-0.9776615114291075,""A_SAT_NMP_temperature"":-0.7650404022901779,""MONO_NMP_block"":-0.4062357859830167,""SAT_MONO+MONO_NMP"":2.668936234339607,""SAT_MONO+SAT_NMP"":2.1472256837238692,""SAT_MONO_block"":2.3234205987464653,""SAT_NMP+MONO_NMP"":-0.5824307010056137,""SAT_NMP_block"":-0.9279463365987548,""asymmetry_class"":-0.9945170585960103,""ref_class"":2.408584420513954,""temperature_class"":-0.4248288857532502}",single-MONO-rich-basin-family; endpoint-correlation-class-1
10,2,extract,-0.7517514215761523,"[0.03651065327445418,0.05154743187474633,0.027275519417419108,0.00935566330273479,0.002860067025314136,0.8724506651053315]","[0.0015735996316132434,0.9630965734475889,0.011583549841518886,0.004007781758322883,0.0011723552980694599,0.018566140022886608]",-9.299402367624023e-15,"[0.03651065418794989,0.051547432942839415,0.027275520933895552,0.009355662826671867,0.002860062704338983,0.8724506664043044]",-3.2902854796919176,"[-0.0011829477690011832,-0.7240092431181108,-0.008707943556834028,-0.003012852960700562,-0.0008813170927690774,-0.013957117078736727]","{""A_MONO_NMP_asymmetry"":-0.3677615262404199,""A_MONO_NMP_ref"":1.7381768035023581,""A_MONO_NMP_temperature"":-0.37419468850098053,""A_SAT_MONO_asymmetry"":-0.7510707826192136,""A_SAT_MONO_ref"":-0.6062927064081172,""A_SAT_MONO_temperature"":-0.7378400360748294,""A_SAT_NMP_asymmetry"":-0.7810011505119965,""A_SAT_NMP_ref"":-0.8386311739766191,""A_SAT_NMP_temperature"":-0.7568620536636355,""MONO_NMP_block"":2.499723431913262,""SAT_MONO+MONO_NMP"":2.659774171539559,""SAT_MONO+SAT_NMP"":-0.7129407953736491,""SAT_MONO_block"":-0.5917006819498553,""SAT_NMP+MONO_NMP"":2.3784833184894683,""SAT_NMP_block"":-0.8729915349999463,""asymmetry_class"":-0.3963306162193252,""ref_class"":1.796755766269927,""temperature_class"":-0.36539393508714063}",single-MONO-rich-basin-family; endpoint-correlation-class-4
10,3,raffinate,-0.7168603090366398,"[0.7769952590525234,0.06319781100340224,0.0322146820412516,0.0092191413753446,0.0008994579682326581,0.11747364855924525]","[0.0016379995211709443,0.9637992577270005,0.011031244748014375,0.0035697308892761277,0.0006109977540801314,0.019350769360457876]",-4.304604198778885e-15,"[0.776995259052545,0.06319781100341419,0.03221468204126166,0.009219141375346827,0.0008994579681658567,0.11747364855926659]",-3.3148042242413953,"[-0.0011742101295901639,-0.6909094654238088,-0.007907858532403333,-0.0025589926791040364,-0.00043799362922178825,-0.013871788642511628]","{""A_MONO_NMP_asymmetry"":-0.706461571018269,""A_MONO_NMP_ref"":-0.43417025924938984,""A_MONO_NMP_temperature"":-0.6739950044886877,""A_SAT_MONO_asymmetry"":-1.0620457764081084,""A_SAT_MONO_ref"":2.472531553033302,""A_SAT_MONO_temperature"":-0.41183314269063215,""A_SAT_NMP_asymmetry"":-0.6526431184631144,""A_SAT_NMP_ref"":-0.938427420301668,""A_SAT_NMP_temperature"":-0.7298938175017936,""MONO_NMP_block"":-0.38090621668306696,""SAT_MONO+MONO_NMP"":2.768327344361412,""SAT_MONO+SAT_NMP"":2.2619898228511834,""SAT_MONO_block"":2.4323732520078405,""SAT_NMP+MONO_NMP"":-0.5512896458397238,""SAT_NMP_block"":-0.8872437381932964,""asymmetry_class"":-0.9874298478162125,""ref_class"":2.533654491555523,""temperature_class"":-0.38200134660783425}",single-MONO-rich-basin-family; endpoint-correlation-class-5
10,3,extract,-0.7168603090366957,"[0.03441491861906144,0.04463711508428296,0.024049274681618063,0.007710573369498008,0.001378330923349207,0.8878097873221903]","[0.0016379890768759068,0.9637993055967954,0.011031235479981586,0.0035697237497212546,0.000610989766705405,0.019350756329920317]",-1.183307125788557e-15,"[0.03441491874845051,0.044637115225836146,0.024049274814358864,0.007710573349057227,0.0013783303964752366,0.887809787465822]",-3.3882901323669183,"[-0.001174212473626529,-0.6909094573309197,-0.007907860087694204,-0.00255899436806583,-0.00043799584459550936,-0.013871788931794067]","{""A_MONO_NMP_asymmetry"":-0.30400524590097167,""A_MONO_NMP_ref"":1.8367174439748635,""A_MONO_NMP_temperature"":-0.3296521701153089,""A_SAT_MONO_asymmetry"":-0.7166398206407049,""A_SAT_MONO_ref"":-0.5792554394569376,""A_SAT_MONO_temperature"":-0.7037000498843181,""A_SAT_NMP_asymmetry"":-0.7454209849800161,""A_SAT_NMP_ref"":-0.7997595889524683,""A_SAT_NMP_temperature"":-0.7217367930074824,""MONO_NMP_block"":2.6367806460319745,""SAT_MONO+MONO_NMP"":2.7877662631601026,""SAT_MONO+SAT_NMP"":-0.6822111317384478,""SAT_MONO_block"":-0.5658746919085685,""SAT_NMP+MONO_NMP"":2.5204442062020957,""SAT_NMP_block"":-0.8331967488665755,""asymmetry_class"":-0.33234543344830086,""ref_class"":1.8914230336388491,""temperature_class"":-0.3213683949337177}",single-MONO-rich-basin-family; endpoint-correlation-class-2
